Customer,Address,Phone,Personnummer,BankAccount
Klara Eriksson,"Parkstigen 5, 94172 Ängelholm",0293-787 94,710824-0206,SE8902IPMR06918676283049
Carina Karlsson,"Kyrkvägen 644, 84490 Landskrona",08-050 705 96,760925-9945,SE8902ETCY90517906060184
Josefine Nilsson,"Furutorget 956, 18239 Uppsala",0992-61 03 25,720302-4638,SE8902PQAY31420284375015
Annie Lundgren,"Åkergatan 6, 11961 Örebro",066-759 64 70,710630-2347,SE8902ZRZI47417483372579
Annie Lundgren,"Åkergatan 6, 11961 Örebro",066-759 64 70,710630-2347,SE8902TCIS05326189768955
Zahra Olsson-Eriksson,"Skolgatan 39, 90651 Umeå",007-39 39 98,000121-2265,SE8902FHHP30665400671103
Joline Gren,"Nygatan 919, 69667 Sundsvall",070-369 32 94,930305-9506,SE8902SUFL84984390436207
Joline Gren,"Nygatan 919, 69667 Sundsvall",070-369 32 94,930305-9506,SE8902FBRS06307972224493
Rose-Marie Westerberg-Landström,"Kyrkogatan 479, 64519 Jönköping",08-244 942 01,500523-1906,SE8902UTKC76119475507073
Marie Johannesson-Högberg,"Parkgatan 598, 49344 Helsingborg",084-60 24 59,901114-1687,SE8902ZPHS02086856755015
Marie Johannesson-Högberg,"Parkgatan 598, 49344 Helsingborg",084-60 24 59,901114-1687,SE8902PVDU32397262267370
Kristina Lindkvist Månsson,"Åkervägen 42, 84380 Lidköping",+46 (0)421 488 34,610503-2723,SE8902FKXG94756014478535
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902BWOT03489901672599
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902ASFC38684084271407
Ingegerd Hansson-Pettersson,"Industristigen 20, 62721 Göteborg",028-76 20 61,010111-4825,SE8902ASTS23624054451805
Margaretha Nielsen,"Kyrkogränd 07, 18553 Skövde",046-41 31 50,860116-5080,SE8902CUNN22125220865735
Margaretha Nielsen,"Kyrkogränd 07, 18553 Skövde",046-41 31 50,860116-5080,SE8902RZVW68005461246316
Inger Andersson,"Industrivägen 03, 73577 Östersund",+46 (0)384 277 54,421004-0905,SE8902FZYK87978190387699
Anita Ottosson,"Stortorget 361, 32409 Motala",+46 (0)782 495 89,650727-5763,SE8902QUFJ50463670043368
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902RPRH48981618994827
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902WYUG92028275995927
Margareta Sandström,"Furuvägen 3, 59407 Södertälje",063-25 43 05,661005-6548,SE8902LCFU45262185232485
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902YRJE25577068372391
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902ZQSR31963404580039
Caroline Mohamed Johansson,"Kvarnstigen 28, 89507 Helsingborg",0281-99 05 64,501225-9973,SE8902SJVO55654185313291
Mary Ahlström,"Skogsstigen 6, 10993 Malmö",048-62 36 62,630220-1436,SE8902PZCI77761871178523
Mary Ahlström,"Skogsstigen 6, 10993 Malmö",048-62 36 62,630220-1436,SE8902TDQR72645888062798
Anna Olsson-Johansson,"Parktorget 6, 28398 Kristianstad",032-06 18 21,580816-4684,SE8902NNNO44225102810397
Carin Hagberg Palmgren,"Fabriksgatan 346, 21128 Ängelholm",+46 (0)68 69 32 71,700921-3088,SE8902EGRU04525904634974
Birgitta Brandt,"Bäckgatan 988, 18653 Karlskoga",029-715 53 42,691125-3695,SE8902AAOA59642017060227
Moa Fredriksson-Bäck,"Björkgatan 8, 58714 Malmö",078-149 42 91,871118-1928,SE8902YSLL26649994554341
Terese Rosengren,"Skoltorget 49, 41265 Mölndal",+46 (0)03 48 52 87,710507-3238,SE8902JONV09925711868012
Terese Rosengren,"Skoltorget 49, 41265 Mölndal",+46 (0)03 48 52 87,710507-3238,SE8902FOXC84791598609467
Elisabeth Jansson,"Aspgränd 5, 20824 Borås",+46 (0)00 00 33 87,351129-4161,SE8902GREW10972860106946
Marie Edström,"Kyrkvägen 7, 21342 Halmstad",08-13 64 98,800426-6428,SE8902GBGP44172108348620
Jane Ek,"Åkergatan 9, 35419 Karlskrona",035-27 23 92,870720-1813,SE8902AJSV94182461717656
Jane Ek,"Åkergatan 9, 35419 Karlskrona",035-27 23 92,870720-1813,SE8902IKUU90169881819014
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902ZDZF35824709915348
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902PFYI37989903515742
Maria Blom,"Björkvägen 7, 81265 Stockholm",08-760 82 96,991106-3973,SE8902VABD28433519743158
Pernilla Engström,"Nyvägen 5, 57859 Lidingö",0044-704 77,560513-7834,SE8902LNMM65005427787530
Pernilla Engström,"Nyvägen 5, 57859 Lidingö",0044-704 77,560513-7834,SE8902TVXK53170573534289
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902UUTG33531545423098
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902TGSS63115928762234
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902ENZW25848870664611
Marie Isaksson,"Industristigen 239, 91185 Ängelholm",058-395 57 42,770716-1829,SE8902KVOL90407760349687
Ulla Eriksson,"Parkstigen 293, 82253 Borås",+46 (0)8 194 763 72,420515-5866,SE8902GXQE70403294190338
Ulla Eriksson,"Parkstigen 293, 82253 Borås",+46 (0)8 194 763 72,420515-5866,SE8902TSIH97788635751412
Pia Sjöstedt,"Backstigen 518, 84815 Växjö",092-547 54 87,630711-4477,SE8902TXWD68698852887733
Pia Sjöstedt,"Backstigen 518, 84815 Växjö",092-547 54 87,630711-4477,SE8902YWZE35031868738690
Katarina Karlsson-Lindgren,"Stationsgatan 59, 14270 Kristianstad",+46 (0)525 932 93,461117-4469,SE8902TTRQ67764510281897
Katarina Karlsson-Lindgren,"Stationsgatan 59, 14270 Kristianstad",+46 (0)525 932 93,461117-4469,SE8902QILJ09667839424264
Elisabet Falk,"Storvägen 0, 63947 Norrköping",019-348 79 71,581122-2255,SE8902GBSN65881879746261
Inger Björklund,"Skolgatan 955, 55623 Uppsala",+46 (0)8 259 733 20,860227-5433,SE8902SYOK34574595890962
Johanna Isaksson,"Strandvägen 5, 84091 Lidingö",032-596 13 40,580504-0457,SE8902TGDM09742731733206
Carina Hedman,"Industrigatan 982, 52783 Malmö",080-36 41 28,380415-5368,SE8902RUPP97970833512919
Karolina Karlsson-Backman,"Gentorget 5, 30659 Karlstad",0215-992 60,430221-9953,SE8902FITK67729451632648
Karolina Karlsson-Backman,"Gentorget 5, 30659 Karlstad",0215-992 60,430221-9953,SE8902YARE38911515845364
Lisa Hassan,"Bäckgränd 4, 29666 Jönköping",034-35 16 16,750620-1875,SE8902ZEJN42200086959831
Nova Andersson,"Furustigen 93, 16339 Växjö",+46 (0)11 51 98 50,920507-6327,SE8902VBPS31468933549596
Nova Andersson,"Furustigen 93, 16339 Växjö",+46 (0)11 51 98 50,920507-6327,SE8902DORF63489542240166
Johanna Rydén-Ericson,"Strandgränd 813, 39744 Landskrona",076-92 29 75,510619-2601,SE8902RLXE45562764852432
Kerstin Persson,"Ringgatan 475, 12585 Helsingborg",08-726 50 50,780628-1619,SE8902XZAS22158117574887
Kerstin Persson,"Ringgatan 475, 12585 Helsingborg",08-726 50 50,780628-1619,SE8902ARJI52424267786590
Filippa Hallberg,"Nygatan 513, 22695 Örebro",08-05 42 91,460327-4996,SE8902PZDL59107473276443
Filippa Hallberg,"Nygatan 513, 22695 Örebro",08-05 42 91,460327-4996,SE8902PEZC68306534625963
Maj Hammar,"Furuvägen 576, 49096 Västerås",08-987 29 10,380222-3051,SE8902PDPB59162046614533
Maj Hammar,"Furuvägen 576, 49096 Västerås",08-987 29 10,380222-3051,SE8902GYOM68592348894619
Kristina Andreasson Larsson,"Industrivägen 8, 86480 Norrköping",08-54 44 24,381123-2937,SE8902ZBRA01455414601958
Helene Englund,"Nyvägen 1, 20687 Västerås",+46 (0)36 14 17 41,420409-4124,SE8902QZNU18414720978758
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902FXEO42999261877496
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902YFAI41572077231677
Klara Robertsson,"Ängstorget 866, 51673 Sundsvall",08-960 721 45,480314-7307,SE8902VUUX56420531096812
Jenny Vikström,"Industrigränd 99, 58953 Uppsala",069-387 67 60,851104-3807,SE8902TEYP63912424658963
Ebba Svanberg,"Industrigatan 129, 55528 Trollhättan",08-12 56 20,720217-9342,SE8902JPEZ29549435970218
